Ramblers Frontier | Oort Cloud | 0.0.0.0:00000 | This is an offline map,,,,,,,,,
Type,Name,X,Y,Z,Size,Speed,VectorX,VectorY,VectorZ
Asteroid,"Asteroid_-7_-11_-10_4_1524044783",-92402.7310534656,-154723.021413851,-140284.189529419,128,0,0,0,0
Asteroid,"Asteroid_-7_-11_-10_16_1595199126",-97363.9987082875,-154430.3792924,-149588.093482537,128,0,0,0,0
Asteroid,"Asteroid_-7_-11_-10_0_1973758602",-99822.8929026049,-153752.912914348,-148961.134497867,128,0,0,0,0
Asteroid,"Asteroid_-7_-11_-10_10_1746223228",-94321.4617146538,-161042.381046002,-140800.299704459,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-10_9_198384698",-94169.484244211,-161627.227639051,-140279.15009714,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-10_8_1767812599",-95172.2611379375,-161508.184008469,-140370.437140505,256,0,0,0,0
Asteroid,"Asteroid_-7_-11_-10_14_924447193",-102514.53919832,-163091.524759965,-145155.525501409,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-10_13_1953173516",-103039.838598915,-162811.128582738,-145327.37854312,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-10_12_448699045",-103150.458049172,-163325.320877313,-145056.888710815,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_17_1339459935",-117692.755502671,-158011.463623674,-148492.152601726,256,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_13_38183859",-119343.92698219,-158811.064197583,-147835.151225268,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_12_1401425645",-121166.581030526,-153618.900932798,-139235.413331497,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_9_1064292983",-115491.908037563,-155965.550055653,-144579.985923859,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_11_1487569667",-109351.581520935,-154284.991551721,-147985.298685321,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_10_1459699221",-111787.040435394,-154380.685151944,-149197.032427645,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_15_1263109938",-110908.746631296,-161235.560581903,-150938.584752276,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_14_452974135",-109238.073775616,-161382.621109773,-151007.597182022,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_3_1224073336",-115318.655701454,-160245.848743674,-139346.785948315,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_1_571297223",-113859.276022527,-166201.167567399,-151828.7326156,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_6_251898387",-116797.559301666,-167235.953719952,-140062.374798663,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_5_1854450302",-116361.497050285,-167414.682546895,-140190.799385737,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_4_305483654",-117010.043035636,-167988.989635494,-140768.320155844,256,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_20_929706824",-114505.161220468,-166995.398783726,-144960.24426392,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_0_1197283567",-107898.681256471,-167847.656156022,-147552.289885566,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_8_863852374",-117374.575326058,-167121.16400235,-141340.234722957,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_7_274925959",-117172.006386344,-167088.917062853,-141338.544381082,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_19_1065305631",-118553.469227687,-167142.83642875,-145208.330702215,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_18_579078785",-118200.266344276,-167888.341983773,-148678.444846726,128,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_2_791092350",-137746.933902037,-141579.727758056,-162393.268715185,128,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_9_719911834",-135757.846312324,-141909.210921566,-164155.79073587,128,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_5_1127157659",-99256.783690421,-156910.001891249,-154049.688191147,512,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_0_806799581",-107089.036103051,-154756.525068345,-154166.422669675,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-8_2_1446094069",-107970.095638011,-155378.382294054,-120226.947489457,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-8_14_1588579641",-114756.972334419,-163491.071196397,-118869.784872097,512,0,0,0,0
Planet,"Titan-12345d19000",-134377.584443623,-141364.036930936,-189654.163097827,19000,0,0,0,0
Asteroid,"Asteroid_-8_-11_-8_0_1627718124",-110521.981363742,-167342.319301329,-121579.698284974,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-8_8_1317029591",-107659.183155603,-155510.992498811,-117423.251217687,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-8_13_1994001107",-112604.581655963,-155007.844342414,-118717.45285222,256,0,0,0,0
Asteroid,"Asteroid_-8_-11_-8_1_997812388",-111734.594656047,-168451.968051199,-119745.619717092,128,0,0,0,0
Asteroid,"Asteroid_-7_-11_-8_24_2062636531",-98402.5642443165,-160101.585857084,-117957.769130325,256,0,0,0,0
Asteroid,"Asteroid_-6_-10_-9_16_1198836450",-86226.9083171903,-153551.088978269,-136541.047225164,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_24_674541585",-111472.720077316,-165087.27046833,-130124.597209815,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-8_3_1439083205",-102633.680045237,-154404.806715389,-121468.613246738,512,0,0,0,0
Asteroid,"Asteroid_-7_-11_-8_9_392465351",-102750.257884192,-157870.296744428,-119550.961885334,512,0,0,0,0
Asteroid,"Asteroid_-6_-10_-9_17_777080197",-90643.9764106369,-150986.938483455,-137919.959050033,128,0,0,0,0
Asteroid,"Asteroid_-7_-11_-9_14_1047737674",-93708.5855092005,-166665.115867401,-133365.082799947,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-9_15_1730709269",-93764.8055244621,-167368.954723527,-132349.358552313,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-9_4_482175463",-93829.2444608848,-159412.852195589,-124098.250215144,128,0,0,0,0
Asteroid,"Asteroid_-7_-11_-9_12_1756247668",-94254.7237355312,-163351.029164482,-134164.834381957,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-9_11_1921621384",-93892.4380777813,-162450.320352384,-133876.255129692,256,0,0,0,0
Asteroid,"Asteroid_-7_-11_-9_8_564164794",-106004.428220522,-155444.888529209,-131700.226808365,512,0,0,0,0
Asteroid,"Asteroid_-7_-11_-9_0_555432610",-104192.791792754,-163446.318241415,-135006.956310674,128,0,0,0,0
Asteroid,"Asteroid_-7_-11_-9_16_1997831518",-100278.281228986,-155961.220109135,-136934.036171785,512,0,0,0,0
Asteroid,"Asteroid_-7_-11_-9_6_1223452322",-98566.9232293416,-153915.403908878,-128805.780286212,512,0,0,0,0
Asteroid,"Asteroid_-7_-11_-9_9_1458555121",-102128.073018427,-156722.994413403,-122892.550195701,512,0,0,0,0
Asteroid,"Asteroid_-7_-11_-9_10_629485179",-95945.9338701714,-155612.395234568,-129220.816315746,512,0,0,0,0
Asteroid,"Asteroid_-7_-11_-9_2_1473785831",-104667.402245497,-163367.090241908,-134731.508633274,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-9_5_1260010196",-100063.592015132,-162453.383342097,-133890.795544985,256,0,0,0,0
Asteroid,"Asteroid_-7_-11_-9_1_800467420",-103966.146429159,-163201.664394648,-135464.605612074,64,0,0,0,0
Asteroid,"Asteroid_-9_-11_-9_9_1360999103",-124331.050998717,-160965.103684153,-132644.020258535,64,0,0,0,0
Asteroid,"Asteroid_-9_-11_-9_8_1381903710",-124702.615801709,-161156.402195158,-132455.096276929,128,0,0,0,0
Asteroid,"Asteroid_-9_-23_-18_12_1825087303",-125802.56439059,-344521.758095481,-268829.358043924,256,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_18_526082549",-100185.245987491,-153391.793670636,-160626.02455751,64,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_15_1987605298",-100030.697214932,-153591.145591255,-160980.092222316,128,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_16_1765541175",-99777.0592381482,-153400.745643764,-161235.252051167,64,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_17_2107103358",-99607.3496717365,-153554.739989039,-160723.592714482,64,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_19_68931739",-97667.4236890692,-151068.841519609,-160022.615908756,256,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_10_986144540",-105604.556822838,-147277.476111155,-155880.136756048,64,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_9_986952611",-106196.41090321,-148282.385617713,-155380.539114488,64,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_14_1208065908",-103735.791232731,-148229.368361833,-157586.789884996,512,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_8_1200728662",-104207.773537265,-148638.224077866,-155593.294147466,64,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_7_603271516",-105092.056079688,-147930.580888971,-155025.947060297,512,0,0,0,0
Asteroid,"Asteroid_-7_-10_-10_6_65007609",-101954.380096176,-144300.313985043,-144209.463714152,64,0,0,0,0
Asteroid,"Asteroid_-7_-10_-10_12_1004363708",-106862.995862223,-142043.749785607,-149665.204220489,64,0,0,0,0
Asteroid,"Asteroid_-7_-10_-10_8_1254132794",-105501.495522036,-149882.251927554,-152298.581636303,512,0,0,0,0
Asteroid,"Asteroid_-7_-10_-10_7_732666176",-100508.957341269,-146938.109060523,-149602.358135272,256,0,0,0,0
Asteroid,"Asteroid_-7_-10_-10_2_718777737",-93031.3594979545,-145522.138056334,-150193.275437676,512,0,0,0,0
Asteroid,"Asteroid_-7_-10_-10_9_1198646605",-99626.8687464215,-142971.568707287,-138641.780170154,256,0,0,0,0
Asteroid,"Asteroid_-7_-10_-10_0_1638074416",-95155.7554444914,-145027.856650653,-141015.659123283,128,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_15_614872192",-118803.612917036,-148434.195612674,-144526.408827199,64,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_14_228274470",-118877.713315366,-148658.496219157,-144801.007945146,64,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_13_1464180997",-119194.843807757,-148277.326042654,-145089.690222301,64,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_16_1161613970",-118826.668865885,-147756.387935318,-144967.027935215,64,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_12_753979063",-118838.879017856,-148159.41932759,-144874.143433324,128,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_20_1300182877",-108709.99258768,-145183.123178623,-154146.368341831,64,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_19_1734989850",-108010.025042764,-146281.576478414,-153275.291620106,512,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_17_1484854801",-112784.446959086,-144463.519065417,-151364.441692745,256,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_2_348362991",-114249.19525889,-146258.205507199,-142367.033323303,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_16_2135784322",-119504.011049606,-158048.661800075,-151672.252173958,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-10_2_275333538",-121789.94629428,-165441.236498625,-151618.5634003,512,0,0,0,0
Asteroid,"Asteroid_-9_-11_-10_25_889615910",-123396.904868254,-160806.107982107,-144450.263905255,64,0,0,0,0
Asteroid,"Asteroid_-9_-11_-10_24_85642375",-124483.723164795,-160398.509960899,-145524.418024448,64,0,0,0,0
Asteroid,"Asteroid_-9_-11_-10_22_2021064963",-124671.363334641,-163872.581988966,-145282.255821023,64,0,0,0,0
Asteroid,"Asteroid_-9_-11_-10_21_1756336935",-124103.05776081,-162116.186843548,-145461.553041486,512,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_3_2056162947",-137308.402106664,-141207.464548557,-162190.212817643,64,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_16_880622248",-137925.214955184,-149034.278306267,-160885.6084128,256,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_17_636509189",-138047.897493909,-148295.593997761,-161191.437532984,64,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_13_1104221502",-133897.540316467,-150646.855468807,-168914.198588352,512,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_13_1279819589",-101833.42536137,-160285.930416361,-163079.698349123,128,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_15_1515438812",-106087.886410049,-161302.695526852,-159978.938526741,256,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_12_1927935388",-105419.559874133,-160416.04279936,-161121.940904573,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_11_2059715223",-104771.527068292,-160921.355948997,-161515.31135594,256,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_18_1075188583",-100738.682568256,-154672.527963663,-159639.90114589,128,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_8_387465123",-97694.8372369426,-156525.742809177,-159758.734607494,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_7_1470594626",-97854.7538918949,-157117.694981259,-159104.455689378,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_21_530390879",-98869.7185986515,-155511.411213161,-154850.395873918,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_20_402093445",-98848.4298246088,-155199.461025509,-155235.393227865,128,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_4_329128151",-100164.235648774,-156235.252730152,-156364.649320931,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_1_289127682",-100437.504225771,-156605.985894651,-155943.517506737,128,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_10_1988326606",-95098.8555387847,-155477.764470975,-160783.23055745,128,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_16_810976902",-97023.1883443606,-154985.685353448,-159345.024429615,128,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_6_1927733401",-98039.5819724789,-156383.286611902,-159060.063016096,256,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_9_1044901667",-92160.9447236068,-154725.851876783,-155842.1502305,256,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_2_364279230",-100883.162205217,-156923.68065483,-156184.143437674,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_18_21292365",-109702.800733428,-162302.259772777,-160782.044098931,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_19_1223719256",-109494.435272887,-162850.117995502,-159783.756222001,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_17_1805472321",-109605.492720148,-162795.305608265,-160371.058999833,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_1_413791166",-111564.937701681,-160649.834821646,-158782.339806109,256,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_2_894104594",-111980.398982221,-164567.064201218,-157152.894088016,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_20_1638321182",-112063.553632945,-155057.539073672,-158397.434337946,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_9_1078557742",-110376.72959318,-153849.492420314,-155026.394166659,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_22_228724659",-112516.749760396,-167145.045387923,-158596.965978464,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_21_1363789",-112820.098782626,-167444.458880675,-158347.253933736,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_12_933429779",-115240.818013676,-160510.69599131,-161219.145470662,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_7_810958033",-116556.545034327,-156901.937558761,-161210.678353993,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_11_130795339",-115216.498825882,-160626.559447849,-161824.124848454,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_10_1507660567",-114940.884132505,-160218.200644717,-161619.062211911,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_1_1853355364",-113021.587552725,-155726.013033428,-127882.725436156,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_20_1563699936",-110584.221093034,-167317.904813975,-127887.208905707,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_32_883189365",-114173.922224282,-153918.166044863,-138224.198471065,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_31_523639325",-118229.305638533,-157668.120208729,-133563.425744743,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_22_1258857085",-120294.214417687,-159208.489593735,-133836.567916252,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_19_82974550",-111254.447778058,-167126.696673018,-128564.78824785,256,0,0,0,0
Asteroid,"Asteroid_-8_-11_-8_3_1504251924",-108010.97975762,-155940.66991394,-120590.646554699,64,0,0,0,0
Asteroid,"Asteroid_-8_-10_-8_16_731471861",-112228.167988586,-151772.529426202,-120227.903501709,512,0,0,0,0
Asteroid,"Asteroid_-7_-11_-8_18_2118112255",-92076.5909599746,-162222.934860423,-120400.898508828,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-8_15_400866887",-92304.1970668541,-162201.274993613,-119487.118558736,256,0,0,0,0
Asteroid,"Asteroid_-7_-11_-8_23_1011559054",-96142.9294575665,-156276.505836323,-122358.590444754,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-8_22_224894394",-95821.5924337302,-155988.502047222,-122674.938183692,128,0,0,0,0
Asteroid,"Asteroid_-7_-11_-8_17_114821136",-92017.6460026468,-161372.625751933,-119975.685492348,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-8_25_77784950",-102237.62174742,-153875.612898958,-121981.984856667,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_23_1115271757",-111443.493292731,-165624.351002573,-130443.65477819,128,0,0,0,0
Asteroid,"Asteroid_-7_-10_-10_11_2014699503",-105890.230329234,-140767.459196794,-150260.74478328,512,0,0,0,0
Asteroid,"Asteroid_-7_-10_-10_4_1096968576",-98279.6706007979,-140430.95126649,-153637.249562083,64,0,0,0,0
Asteroid,"Asteroid_-7_-10_-10_3_2046029299",-98272.5043725823,-139866.787545487,-153199.204255396,128,0,0,0,0
Asteroid,"Asteroid_-7_-10_-10_10_2126436418",-99495.3317428431,-138497.292560223,-152586.940606125,512,0,0,0,0
Asteroid,"Asteroid_-7_-10_-10_1_452200444",-93622.0146577044,-143719.511663605,-152869.995974678,256,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_10_2012126265",-117831.473375915,-141358.512266869,-148155.592741829,64,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_18_1904460466",-116700.973797308,-138457.342965227,-150738.387307745,512,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_9_1420962922",-117808.553493176,-140845.162801883,-148336.823062911,64,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_8_967434219",-117909.467202259,-140964.712276776,-147884.141908847,128,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_0_861599383",-118591.543798357,-143762.599892327,-139606.814468067,512,0,0,0,0
Asteroid,"Asteroid_-9_-11_-10_8_1381998194",-128885.642620502,-157300.59862214,-149918.870160298,256,0,0,0,0
Asteroid,"Asteroid_-9_-11_-10_18_768657135",-123861.449832897,-167486.751128465,-153005.824285234,128,0,0,0,0
Asteroid,"Asteroid_-9_-11_-10_14_1932413871",-125056.554019513,-167459.21429183,-152306.525326605,128,0,0,0,0
Asteroid,"Asteroid_-9_-11_-10_5_2057798543",-128517.905136828,-160359.216852475,-152098.92417981,256,0,0,0,0
Asteroid,"Asteroid_-9_-11_-10_23_811773862",-125388.997544662,-161350.570503237,-144537.770552963,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_19_839556518",-95257.259822382,-158746.365426556,-166045.022885399,512,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_17_36039684",-100891.328734172,-161587.322366621,-168610.980106194,128,0,0,0,0
Asteroid,"Asteroid_-7_-11_-11_14_1210737922",-100379.494979873,-167271.083536318,-167016.615446141,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_13_831443771",-121872.60952855,-158260.429374481,-159250.503498327,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_8_1351530397",-115273.837490832,-167170.266712311,-167977.416840574,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_5_2009670479",-120503.964167766,-167504.349184208,-162187.716494741,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_4_686578663",-120401.895693175,-166252.249335578,-161858.096591435,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_6_344884992",-119883.510183728,-167202.654556283,-161648.279058391,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_3_995957538",-119955.052111694,-166739.682726783,-162460.008255316,256,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_0_1705062627",-121026.444016547,-167878.501759979,-164764.072442008,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_15_1020154472",-123099.670218794,-165952.581574835,-157612.7570651,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_16_1867485232",-122391.246752254,-165064.970308242,-159244.574532801,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-11_14_2145439123",-122685.100089461,-164785.704555,-157978.188717977,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_26_2013043829",-110997.72899564,-166094.783855459,-130691.924978205,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_0_689504509",-110130.918496394,-167816.810552065,-130340.507286208,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_14_17771834",-111830.947243675,-166335.972941775,-130774.58353355,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_21_782315653",-110403.707098716,-166728.061949329,-128279.171075283,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-8_22_795496624",-113394.659429689,-161060.429425293,-117182.227191939,64,0,0,0,0
Asteroid,"Asteroid_-6_-11_-9_11_933131432",-87676.2259156085,-165737.123290486,-124383.244294079,64,0,0,0,0
Asteroid,"Asteroid_-6_-11_-9_10_1753645746",-87974.9823910533,-165894.385204216,-124293.348148243,64,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_21_305050984",-125998.10091263,-138805.436768687,-163739.608760858,64,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_20_752646594",-125783.914445078,-139107.092597297,-164593.43510156,64,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_19_1324120774",-125530.932226939,-139606.912137671,-163922.785111469,256,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_8_667585157",-132171.256807841,-147687.680644143,-160339.698908131,512,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_18_301500977",-129101.608371296,-146562.510288301,-167160.611221909,128,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_7_116448532",-127478.254125832,-149673.442803942,-161494.219489913,512,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_21_1313992091",-95512.1128488922,-139583.750776443,-160023.916944637,512,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_0_1917260215",-98691.4367362889,-140443.791101053,-161017.546365854,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_18_1500678360",-122079.048235925,-165968.546463771,-132509.084596076,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_17_953450066",-122014.894105033,-165683.51416626,-132060.6409273,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_5_837108379",-113988.644829042,-161895.243246771,-126705.535145055,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_4_662902304",-114034.159332687,-160641.716418358,-126687.566877525,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_25_1641838270",-111701.597978924,-165810.474209778,-130946.649255503,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_13_868819740",-111625.862971943,-167019.013451101,-131931.571076715,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_12_1338226997",-112649.139839655,-166452.907390384,-131638.901199128,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_30_1164148111",-110926.811781089,-154420.116290951,-129294.866255889,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_29_1027074984",-109229.53311688,-156196.961886455,-124336.163901839,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_28_627228186",-109032.66962265,-156611.739479037,-124341.942702977,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_16_1098200660",-109441.627307356,-160470.292971473,-130807.473335621,256,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_7_433641746",-113111.224601657,-161928.580393849,-125949.527342027,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_6_1459202711",-113067.518062713,-161679.9597311,-126486.814181076,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_3_2130275676",-113724.207433732,-161269.514687296,-126162.750042537,256,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_2_1674184840",-109198.118610211,-162219.185636721,-132228.572892251,128,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_11_1762999377",-117129.782459079,-154505.250091843,-129814.285483386,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_9_1186853842",-116665.537625493,-154470.665228965,-130028.21208114,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_10_104836440",-116443.488181509,-154530.827270961,-129991.967511952,64,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_8_1494266502",-116726.822659012,-154667.509926819,-129622.591240685,128,0,0,0,0
Asteroid,"Asteroid_-6_-11_-9_15_483422280",-88565.5614188626,-154612.265643953,-138311.283679869,64,0,0,0,0
Asteroid,"Asteroid_-6_-11_-9_16_288226999",-89224.793219783,-155370.652127509,-137462.116729528,64,0,0,0,0
Asteroid,"Asteroid_-6_-11_-9_14_1352158479",-88719.0904949394,-155220.796932501,-137960.704168191,128,0,0,0,0
Asteroid,"Asteroid_-6_-11_-9_12_826939291",-89840.1215342226,-154702.828678646,-135337.467222294,128,0,0,0,0
Asteroid,"Asteroid_-6_-11_-9_8_8579969",-91717.2977478857,-158714.969331739,-131729.259825537,128,0,0,0,0
Asteroid,"Asteroid_-6_-11_-9_2_1404720931",-90857.2349331063,-155512.873211531,-133779.030908496,64,0,0,0,0
Asteroid,"Asteroid_-6_-11_-9_23_169016475",-87054.715145336,-157333.129978266,-130436.409104029,64,0,0,0,0
Asteroid,"Asteroid_-6_-11_-9_6_1483367485",-88824.26497018,-156931.856942301,-130527.977717623,256,0,0,0,0
Asteroid,"Asteroid_-6_-11_-9_22_368477642",-86734.4142112331,-157485.325145843,-129936.200637807,64,0,0,0,0
Asteroid,"Asteroid_-6_-11_-9_21_1591837320",-86802.3242181627,-157815.881805956,-130274.151131738,128,0,0,0,0
Asteroid,"Asteroid_-6_-11_-9_3_218252734",-91204.3651178512,-155311.756695706,-133285.098937271,64,0,0,0,0
Asteroid,"Asteroid_-6_-11_-9_1_804585369",-91312.5513416189,-155215.325897016,-133697.147660048,128,0,0,0,0
Asteroid,"Asteroid_-6_-11_-10_11_838194436",-88807.1163633948,-164506.003488377,-138341.432894756,256,0,0,0,0
Asteroid,"Asteroid_-6_-11_-10_19_995711774",-85135.1905565945,-166509.194397742,-139347.488431019,512,0,0,0,0
Asteroid,"Asteroid_-7_-10_-9_11_598134825",-103363.606886836,-153136.960662628,-138075.39617674,128,0,0,0,0
Asteroid,"Asteroid_-7_-10_-9_7_1342692953",-104523.958232449,-152726.917991973,-133350.407920039,64,0,0,0,0
Asteroid,"Asteroid_-7_-10_-9_6_1210684878",-104555.403935485,-153162.751504219,-134073.920156923,256,0,0,0,0
